	review_id	word_id	word	lemma	upos	xpos	head	deprel	lemma_index	label
172	12	6	top	top	ADJ	JJ	8	amod	top_5	O
173	12	7	-	-	PUNCT	HYPH	8	punct	#NAME?	O
174	12	8	notch	notch	NOUN	NN	9	compound	notch_7	O
175	12	9	food	food	NOUN	NN	13	nsubj	food_8	B
176	12	10	and	and	CCONJ	CC	12	cc	and_9	O
177	12	11	live	live	ADJ	JJ	12	amod	live_10	B
178	12	12	entertainment	entertainment	NOUN	NN	9	conj	entertainment_11	I
179	12	13	sold	sell	VERB	VBD	0	root	sell_12	O
180	12	14	us	we	PRON	PRP	13	obj	we_13	O
181	12	15	on	on	ADP	IN	18	case	on_14	O
182	12	16	a	a	DET	DT	18	det	a_15	O
183	12	17	unforgettable	unforgettable	ADJ	JJ	18	amod	unforgettable_16	O
184	12	18	evening	evening	NOUN	NN	13	obl	evening_17	O
185	12	19	.	.	PUNCT	.	13	punct	._18	O
186	13	1	Our	we	PRON	PRP$	2	nmod:poss	we_0	O
187	13	2	waiter	waiter	NOUN	NN	4	nsubj	waiter_1	B
188	13	3	was	be	AUX	VBD	4	cop	be_2	O
189	13	4	horrible	horrible	ADJ	JJ	0	root	horrible_3	O
190	13	5	";"	";"	PUNCT	,	4	punct	";_4"	O
191	13	6	so	so	ADV	RB	7	advmod	so_5	O
192	13	7	rude	rude	ADJ	JJ	4	appos	rude_6	O
193	13	8	and	and	CCONJ	CC	9	cc	and_7	O
194	13	9	disinterested	disinterested	ADJ	JJ	7	conj	disinterested_8	O
195	13	10	.	.	PUNCT	.	4	punct	._9	O
196	14	1	The	the	DET	DT	2	det	the_0	O
197	14	2	sangria	sangria	NOUN	NN	5	nsubj	sangria_1	B
198	14	3	's	's	PART	POS	2	case	's_2	O
199	14	4	-	-	PUNCT	HYPH	5	punct	#NAME?	O
200	14	5	watered	water	VERB	VBN	0	root	water_4	O
201	14	6	down	down	ADP	RP	5	compound:prt	down_5	O
202	14	7	.	.	PUNCT	.	5	punct	._6	O
203	15	1	menu	menu	NOUN	NN	0	root	menu_0	B
204	15	2	-	-	PUNCT	,	1	punct	#NAME?	O
205	15	3	uneventful	uneventful	ADJ	JJ	1	parataxis	uneventful_2	O
206	15	4	,	,	PUNCT	,	5	punct	,_3	O
207	15	5	small	small	ADJ	JJ	3	conj	small_4	O
208	15	6	.	.	PUNCT	.	1	punct	._5	O
209	16	1	Anytime	anytime	INTJ	UH	0	root	anytime_0	O
210	16	2	and	and	CCONJ	CC	3	cc	and_1	O
211	16	3	everytime	everytime	ADV	RB	1	conj	everytime_2	O
212	16	1	I	I	PRON	PRP	2	nsubj	I_0	O
213	16	2	find	find	VERB	VBP	0	root	find_1	O
214	16	3	myself	myself	PRON	PRP	2	obj	myself_2	O
215	16	4	in	in	ADP	IN	6	case	in_3	O
216	16	5	the	the	DET	DT	6	det	the_4	O
217	16	6	neighborhood	neighborhood	NOUN	NN	2	obl	neighborhood_5	O
218	16	7	I	I	PRON	PRP	9	nsubj	I_6	O
219	16	8	will	will	AUX	MD	9	aux	will_7	O
220	16	9	go	go	VERB	VB	2	ccomp	go_8	O
221	16	10	to	to	ADP	IN	12	case	to_9	O
222	16	11	Sushi	Sushi	PROPN	NNP	12	compound	Sushi_10	O
223	16	12	Rose	rose	PROPN	NNP	9	obl	rose_11	O
224	16	13	for	for	ADP	IN	15	case	for_12	O
225	16	14	fresh	fresh	ADJ	JJ	15	amod	fresh_13	O
226	16	15	sushi	sushi	NOUN	NN	9	obl	sushi_14	B
227	16	16	and	and	CCONJ	CC	18	cc	and_15	O
228	16	17	great	great	ADJ	JJ	18	amod	great_16	O
229	16	18	portions	portion	NOUN	NNS	15	conj	portion_17	B
230	16	19	all	all	DET	DT	18	nmod:npmod	all_18	O
231	16	20	at	at	ADP	IN	23	case	at_19	O
232	16	21	a	a	DET	DT	23	det	a_20	O
233	16	22	reasonable	reasonable	ADJ	JJ	23	amod	reasonable_21	O
234	16	23	price	price	NOUN	NN	18	orphan	price_22	B
235	16	24	.	.	PUNCT	.	2	punct	._23	O
236	17	1	Great	great	ADJ	JJ	2	amod	great_0	O
237	17	2	food	food	NOUN	NN	0	root	food_1	B
238	17	3	but	but	CCONJ	CC	7	cc	but_2	O
239	17	4	the	the	DET	DT	5	det	the_3	O
240	17	5	service	service	NOUN	NN	7	nsubj	service_4	B
241	17	6	was	be	AUX	VBD	7	cop	be_5	O
242	17	7	dreadful	dreadful	ADJ	JJ	2	conj	dreadful_6	O
243	17	8	!	!	PUNCT	.	2	punct	!_7	O
244	18	1	The	the	DET	DT	2	det	the_0	O
245	18	2	portions	portion	NOUN	NNS	10	nsubj	portion_1	B
246	18	3	of	of	ADP	IN	5	case	of_2	I
247	18	4	the	the	DET	DT	5	det	the_3	I
248	18	5	food	food	NOUN	NN	2	nmod	food_4	I
249	18	6	that	that	PRON	WDT	7	nsubj	that_5	O
250	18	7	came	come	VERB	VBD	5	acl:relcl	come_6	O
251	18	8	out	out	ADV	RB	7	advmod	out_7	O
252	18	9	were	be	AUX	VBD	10	cop	be_8	O
253	18	10	mediocre	mediocre	ADJ	JJ	0	root	mediocre_9	O
254	18	11	.	.	PUNCT	.	10	punct	._10	O
255	19	1	the	the	DET	DT	3	det	the_0	O
256	19	2	two	two	NUM	CD	3	nummod	two_1	O
257	19	3	waitress	waitress	NOUN	NN	5	nsubj	waitress_2	B
258	19	4	's	's	PART	POS	3	case	's_3	O
259	19	5	looked	look	VERB	VBN	0	root	look_4	O
260	19	6	like	like	SCONJ	IN	10	mark	like_5	O
261	19	7	they	they	PRON	PRP	10	nsubj	they_6	O
262	19	8	had	have	AUX	VBD	10	aux	have_7	O
263	19	9	been	be	AUX	VBN	10	aux	be_8	O
264	19	10	sucking	suck	VERB	VBG	5	advcl	suck_9	O
265	19	11	on	on	ADP	IN	12	case	on_10	O
266	19	12	lemons	lemon	NOUN	NNS	10	obl	lemon_11	O
267	19	13	.	.	PUNCT	.	5	punct	._12	O
268	20	1	From	from	ADP	IN	3	case	from_0	O
269	20	2	the	the	DET	DT	3	det	the_1	O
270	20	3	beginning	beginning	NOUN	NN	7	obl	beginning_2	O
271	20	4	,	,	PUNCT	,	7	punct	,_3	O
272	20	5	we	we	PRON	PRP	7	nsubj:pass	we_4	O
273	20	6	were	be	AUX	VBD	7	aux:pass	be_5	O
274	20	7	met	meet	VERB	VBN	0	root	meet_6	O
275	20	8	by	by	ADP	IN	11	case	by_7	O
276	20	9	friendly	friendly	ADJ	JJ	11	amod	friendly_8	O
277	20	10	staff	staff	NOUN	NN	11	compound	staff_9	B
278	20	11	memebers	memeber	NOUN	NNS	7	obl	memeber_10	I
279	20	12	,	,	PUNCT	,	20	punct	,_11	O
280	20	13	and	and	CCONJ	CC	20	cc	and_12	O
281	20	14	the	the	DET	DT	16	det	the_13	O
282	20	15	convienent	convienent	ADJ	JJ	16	amod	convienent_14	O
283	20	16	parking	parking	NOUN	NN	20	nsubj	parking_15	B
284	20	17	at	at	ADP	IN	19	case	at_16	O
285	20	18	Chelsea	Chelsea	PROPN	NNP	19	compound	Chelsea_17	O
286	20	19	Piers	Piers	PROPN	NNP	16	nmod	Piers_18	O
287	20	20	made	make	VERB	VBD	7	conj	make_19	O
288	20	21	it	it	PRON	PRP	20	obj	it_20	O
289	20	22	easy	easy	ADJ	JJ	20	xcomp	easy_21	O
290	20	23	for	for	SCONJ	IN	26	mark	for_22	O
291	20	24	us	we	PRON	PRP	26	nsubj	we_23	O
292	20	25	to	to	PART	TO	26	mark	to_24	O
293	20	26	get	get	VERB	VB	22	advcl	get_25	O
294	20	27	to	to	ADP	IN	29	case	to_26	O
295	20	28	the	the	DET	DT	29	det	the_27	O
296	20	29	boat	boat	NOUN	NN	26	obl	boat_28	O
297	20	30	.	.	PUNCT	.	7	punct	._29	O
298	21	1	We	we	PRON	PRP	2	nsubj	we_0	O
299	21	2	enjoyed	enjoy	VERB	VBD	0	root	enjoy_1	O
300	21	3	ourselves	ourselves	PRON	PRP	2	obj	ourselves_2	O
301	21	4	thoroughly	thoroughly	ADV	RB	2	advmod	thoroughly_3	O
302	21	5	and	and	CCONJ	CC	8	cc	and_4	O
303	21	6	will	will	AUX	MD	8	aux	will_5	O
304	21	7	be	be	AUX	VB	8	aux	be_6	O
305	21	8	going	go	VERB	VBG	2	conj	go_7	O
306	21	9	back	back	ADV	RB	8	advmod	back_8	O
307	21	10	for	for	ADP	IN	12	case	for_9	O
308	21	11	the	the	DET	DT	12	det	the_10	O
309	21	12	desserts	dessert	NOUN	NNS	9	obl	dessert_11	B
310	21	13	....	....	PUNCT	.	2	punct	...._12	O
311	22	1	Desserts	dessert	NOUN	NNS	4	nsubj	dessert_0	B
312	22	2	are	be	AUX	VBP	4	cop	be_1	O
313	22	3	almost	almost	ADV	RB	4	advmod	almost_2	O
314	22	4	incredible	incredible	ADJ	JJ	0	root	incredible_3	O
315	22	5	:	:	PUNCT	:	4	punct	:_4	O
316	22	6	my	my	PRON	PRP$	8	nmod:poss	my_5	O
317	22	7	personal	personal	ADJ	JJ	8	amod	personal_6	O
318	22	8	favorite	favorite	NOUN	NN	11	nsubj	favorite_7	O
319	22	9	is	be	AUX	VBZ	11	cop	be_8	O
320	22	10	their	they	PRON	PRP$	11	nmod:poss	they_9	O
321	22	11	Tart	tart	NOUN	NN	4	parataxis	tart_10	B
322	22	12	of	of	ADP	IN	14	case	of_11	I
323	22	13	the	the	DET	DT	14	det	the_12	I
324	22	14	Day	Day	PROPN	NNP	11	nmod	Day_13	I
325	22	15	.	.	PUNCT	.	4	punct	._14	O
326	23	1	I	I	PRON	PRP	3	nsubj	I_0	O
327	23	2	am	be	AUX	VBP	3	cop	be_1	O
328	23	3	surprised	surprised	ADJ	JJ	0	root	surprised_2	O
329	23	4	at	at	ADP	IN	7	case	at_3	O
330	23	5	the	the	DET	DT	7	det	the_4	O
331	23	6	lower	lower	ADJ	JJR	7	amod	lower_5	O
332	23	7	reviews	review	NOUN	NNS	3	obl	review_6	O
333	23	8	because	because	SCONJ	IN	12	mark	because_7	O
334	23	9	it	it	PRON	PRP	12	nsubj	it_8	O
335	23	10	is	be	AUX	VBZ	12	cop	be_9	O
336	23	11	definitely	definitely	ADV	RB	12	advmod	definitely_10	O
337	23	12	better	better	ADJ	JJR	3	advcl	better_11	O
338	23	13	than	than	ADP	IN	15	case	than_12	O
339	23	14	other	other	ADJ	JJ	15	amod	other_13	O
340	23	15	places	place	NOUN	NNS	12	obl	place_14	O
341	23	16	I	I	PRON	PRP	18	nsubj	I_15	O
342	23	17	have	have	AUX	VBP	18	aux	have_16	O
343	23	18	tried	try	VERB	VBN	15	acl:relcl	try_17	O
344	23	19	with	with	ADP	IN	21	case	with_18	O
345	23	20	higher	higher	ADJ	JJR	21	amod	higher_19	O
346	23	21	ratings	rating	NOUN	NNS	18	obl	rating_20	O
347	23	22	.	.	PUNCT	.	3	punct	._21	O
348	24	1	Maybe	maybe	ADV	RB	4	advmod	maybe_0	O
349	24	2	the	the	DET	DT	3	det	the_1	O
350	24	3	secret	secret	NOUN	NN	4	nsubj	secret_2	O
351	24	4	was	be	VERB	VBD	0	root	be_3	O
352	24	5	that	that	SCONJ	IN	7	mark	that_4	O
353	24	6	we	we	PRON	PRP	7	nsubj	we_5	O
354	24	7	went	go	VERB	VBD	4	ccomp	go_6	O
355	24	8	on	on	ADP	IN	11	case	on_7	O
356	24	9	a	a	DET	DT	11	det	a_8	O
357	24	10	Sunday	Sunday	PROPN	NNP	11	compound	Sunday_9	O
358	24	11	night	night	NOUN	NN	7	obl	night_10	O
359	24	12	and	and	CCONJ	CC	15	cc	and_11	O
360	24	13	everything	everything	PRON	NN	15	nsubj	everything_12	O
361	24	14	was	be	AUX	VBD	15	cop	be_13	O
362	24	15	great	great	ADJ	JJ	7	conj	great_14	O
363	24	16	.	.	PUNCT	.	4	punct	._15	O
364	25	1	The	the	DET	DT	2	det	the_0	O
365	25	2	food	food	NOUN	NN	5	nsubj	food_1	B
366	25	3	was	be	AUX	VBD	5	cop	be_2	O
367	25	4	extremely	extremely	ADV	RB	5	advmod	extremely_3	O
368	25	5	tasty	tasty	ADJ	JJ	0	root	tasty_4	O
369	25	6	,	,	PUNCT	,	8	punct	,_5	O
370	25	7	creatively	creatively	ADV	RB	8	advmod	creatively_6	O
371	25	8	presented	present	VERB	VBN	5	conj	present_7	O
372	25	9	and	and	CCONJ	CC	12	cc	and_8	O
373	25	10	the	the	DET	DT	11	det	the_9	O
374	25	11	wine	wine	NOUN	NN	12	nsubj	wine_10	B
375	25	12	excellent	excellent	ADJ	JJ	5	conj	excellent_11	O
376	25	13	.	.	PUNCT	.	5	punct	._12	O
377	26	1	WE	we	PRON	PRP	2	nsubj	we_0	O
378	26	2	ENDED	end	VERB	VBD	0	root	end_1	O
379	26	3	UP	up	ADP	RP	2	compound:prt	up_2	O
380	26	4	IN	in	ADP	IN	6	case	in_3	O
381	26	5	LITTLE	little	ADJ	JJ	6	amod	little_4	O
382	26	6	ITALY	ITALY	PROPN	NNP	2	obl	ITALY_5	O
383	26	7	IN	in	ADP	IN	9	case	in_6	O
384	26	8	LATE	late	ADJ	JJ	9	amod	late_7	O
385	26	9	AFTERNOON	afternoon	NOUN	NN	2	obl	afternoon_8	O
386	26	10	.	.	PUNCT	.	2	punct	._9	O
387	27	1	WE	we	PRON	PRP	4	nsubj	we_0	O
388	27	2	WERE	be	AUX	VBD	4	cop	be_1	O
389	27	3	PLEASANTLY	pleasantly	ADV	RB	4	advmod	pleasantly_2	O
390	27	4	SURPRISED	surprised	ADJ	JJ	0	root	surprised_3	O
391	27	5	WITH	with	ADP	IN	7	case	with_4	O
392	27	6	OUR	we	PRON	PRP$	7	nmod:poss	we_5	O
393	27	7	CHOICE	choice	NOUN	NN	4	obl	choice_6	O
394	27	8	.	.	PUNCT	.	4	punct	._7	O
395	28	1	THE	the	DET	DT	2	det	the_0	O
396	28	2	LASAGNA	lasagna	NOUN	NN	6	nsubj	lasagna_1	B
397	28	3	WAS	be	AUX	VBD	6	cop	be_2	O
398	28	4	PROBABLY	probably	ADV	RB	6	advmod	probably_3	O
399	28	5	THE	the	DET	DT	6	det	the_4	O
400	28	6	BEST	best	ADJ	JJS	0	root	best_5	O
401	28	7	I	I	PRON	PRP	9	nsubj	I_6	O
402	28	8	HAVE	have	AUX	VBP	9	aux	have_7	O
403	28	9	TASTED	taste	VERB	VBN	6	acl:relcl	taste_8	O
404	28	10	.	.	PUNCT	.	6	punct	._9	O
405	29	1	Harumi	Harumi	PROPN	NNP	3	nsubj	Harumi_0	O
406	29	2	Sushi	Sushi	PROPN	NNP	1	flat	Sushi_1	O
407	29	3	has	have	VERB	VBZ	0	root	have_2	O
408	29	4	the	the	DET	DT	9	det	the_3	O
409	29	5	freshest	freshest	ADJ	JJS	9	amod	freshest_4	O
410	29	6	and	and	CCONJ	CC	8	cc	and_5	O
411	29	7	most	most	ADV	RBS	8	advmod	most_6	O
412	29	8	delicious	delicious	ADJ	JJ	5	conj	delicious_7	O
413	29	9	array	array	NOUN	NN	3	obj	array_8	B
414	29	10	of	of	ADP	IN	11	case	of_9	I
415	29	11	sushi	sushi	NOUN	NN	9	nmod	sushi_10	I
416	29	12	in	in	ADP	IN	13	case	in_11	O
417	29	13	NYC	NYC	PROPN	NNP	9	nmod	NYC_12	O
418	29	14	.	.	PUNCT	.	3	punct	._13	O
419	30	1	I	I	PRON	PRP	3	nsubj	I_0	O
420	30	2	highly	highly	ADV	RB	3	advmod	highly_1	O
421	30	3	recommend	recommend	VERB	VBP	0	root	recommend_2	O
422	30	4	it	it	PRON	PRP	3	obj	it_3	O
423	30	5	for	for	SCONJ	IN	11	mark	for_4	O
424	30	6	not	not	ADV	RB	11	advmod	not_5	O
425	30	7	just	just	ADV	RB	11	advmod	just_6	O
426	30	8	it	it	PRON	PRP	11	nsubj	it_7	O
427	30	9	s	be	AUX	VBZ	11	cop	be_8	O
428	30	10	superb	superb	ADJ	JJ	11	amod	superb_9	O
429	30	11	cuisine	cuisine	NOUN	NN	3	advcl	cuisine_10	B
430	30	12	,	,	PUNCT	,	18	punct	,_11	O
431	30	13	but	but	CCONJ	CC	18	cc	but_12	O
432	30	14	also	also	ADV	RB	18	advmod	also_13	O
433	30	15	for	for	ADP	IN	18	case	for_14	O
434	30	16	its	its	PRON	PRP$	18	nmod:poss	its_15	O
435	30	17	friendly	friendly	ADJ	JJ	18	amod	friendly_16	O
436	30	18	owners	owner	NOUN	NNS	11	conj	owner_17	B
437	30	19	and	and	CCONJ	CC	20	cc	and_18	O
438	30	20	staff	staff	NOUN	NN	18	conj	staff_19	B
439	30	21	.	.	PUNCT	.	3	punct	._20	O
440	31	1	If	if	SCONJ	IN	4	mark	if_0	O
441	31	2	you	you	PRON	PRP	4	nsubj	you_1	O
442	31	3	're	be	AUX	VBP	4	aux	be_2	O
443	31	4	craving	craving	VERB	VBG	20	advcl	craving_3	O
444	31	5	some	some	DET	DT	8	det	some_4	O
445	31	6	serious	serious	ADJ	JJ	8	amod	serious_5	O
446	31	7	indian	indian	ADJ	JJ	8	amod	indian_6	B
447	31	8	food	food	NOUN	NN	4	obj	food_7	I
448	31	9	and	and	CCONJ	CC	10	cc	and_8	O
