review_id	word_id	word	lemma	upos	xpos	head	deprel	lemma_index	label
3	9	what	what	PRON	WP	11	obj	what_8	O
3	10	to	to	PART	TO	11	mark	to_9	O
3	11	eat	eat	VERB	VB	7	ccomp	eat_10	O
3	12	.	.	PUNCT	.	4	punct	._11	O
4	1	For	for	ADP	IN	2	case	for_0	O
4	2	those	those	PRON	DT	16	obl	those_1	O
4	3	that	that	PRON	WDT	4	nsubj	that_2	O
4	4	go	go	VERB	VBP	2	acl:relcl	go_3	O
4	5	once	once	ADV	RB	4	advmod	once_4	O
4	6	and	and	CCONJ	CC	9	cc	and_5	O
4	7	do	do	AUX	VBP	9	aux	do_6	O
4	8	n't	not	PART	RB	9	advmod	not_7	O
4	9	enjoy	enjoy	VERB	VB	4	conj	enjoy_8	O
4	10	it	it	PRON	PRP	9	obj	it_9	O
4	11	,	,	PUNCT	,	16	punct	,_10	O
4	12	all	all	DET	DT	16	nsubj	all_11	O
4	13	I	I	PRON	PRP	15	nsubj	I_12	O
4	14	can	can	AUX	MD	15	aux	can_13	O
4	15	say	say	VERB	VB	12	acl:relcl	say_14	O
4	16	is	be	VERB	VBZ	0	root	be_15	O
4	17	that	that	SCONJ	IN	22	mark	that_16	O
4	18	they	they	PRON	PRP	22	nsubj	they_17	O
4	19	just	just	ADV	RB	22	advmod	just_18	O
4	20	do	do	AUX	VBP	22	aux	do_19	O
4	21	n't	not	PART	RB	22	advmod	not_20	O
4	22	get	get	VERB	VB	16	ccomp	get_21	O
4	23	it	it	PRON	PRP	22	obj	it_22	O
4	24	.	.	PUNCT	.	16	punct	._23	O
5	1	Not	not	ADV	RB	2	advmod	not_0	O
5	2	only	only	ADV	RB	6	cc:preconj	only_1	O
5	3	was	be	AUX	VBD	6	cop	be_2	O
5	4	the	the	DET	DT	5	det	the_3	O
5	5	food	food	NOUN	NN	6	nsubj	food_4	B
5	6	outstanding	outstanding	ADJ	JJ	0	root	outstanding_5	O
5	7	,	,	PUNCT	,	15	punct	,_6	O
5	8	but	but	CCONJ	CC	15	cc	but_7	O
5	9	the	the	DET	DT	12	det	the_8	O
5	10	little	little	ADJ	JJ	12	amod	little_9	O
5	11	'	'	PUNCT	``	12	punct	'_10	O
5	12	perks	perk	NOUN	NNS	15	nsubj	perk_11	B
5	13	'	'	PUNCT	''	12	punct	'_12	O
5	14	were	be	AUX	VBD	15	cop	be_13	O
5	15	great	great	ADJ	JJ	6	conj	great_14	O
5	16	.	.	PUNCT	.	6	punct	._15	O
6	1	It	it	PRON	PRP	4	nsubj	it_0	O
6	2	is	be	AUX	VBZ	4	cop	be_1	O
6	3	very	very	ADV	RB	4	advmod	very_2	O
6	4	overpriced	overpriced	ADJ	JJ	0	root	overpriced_3	O
6	5	and	and	CCONJ	CC	8	cc	and_4	O
6	6	not	not	PART	RB	8	advmod	not_5	O
6	7	very	very	ADV	RB	8	advmod	very_6	O
6	8	tasty	tasty	ADJ	JJ	4	conj	tasty_7	O
6	9	.	.	PUNCT	.	4	punct	._8	O
7	1	Our	we	PRON	PRP$	3	nmod:poss	we_0	O
7	2	agreed	agree	VERB	VBN	3	amod	agree_1	O
7	3	favorite	favorite	NOUN	NN	6	nsubj	favorite_2	O
7	4	is	be	AUX	VBZ	6	cop	be_3	O
7	5	the	the	DET	DT	6	det	the_4	O
7	6	orrechiete	orrechiete	NOUN	NN	0	root	orrechiete_5	B
7	7	with	with	ADP	IN	8	case	with_6	I
7	8	sausage	sausage	NOUN	NN	6	nmod	sausage_7	I
7	9	and	and	CCONJ	CC	10	cc	and_8	I
7	10	chicken	chicken	NOUN	NN	8	conj	chicken_9	I
7	11	(	(	PUNCT	-LRB-	17	punct	(_10	O
7	12	usually	usually	ADV	RB	17	advmod	usually_11	O
7	13	the	the	DET	DT	14	det	the_12	O
7	14	waiters	waiter	NOUN	NNS	17	nsubj	waiter_13	B
7	15	are	be	AUX	VBP	17	cop	be_14	O
7	16	kind	kind	ADV	RB	17	advmod	kind_15	O
7	17	enough	enough	ADJ	JJ	6	parataxis	enough_16	O
7	18	to	to	PART	TO	19	mark	to_17	O
7	19	split	split	VERB	VB	17	advcl	split_18	O
7	20	the	the	DET	DT	21	det	the_19	O
7	21	dish	dish	NOUN	NN	19	obj	dish_20	B
7	22	in	in	ADP	IN	23	case	in_21	O
7	23	half	half	NOUN	NN	19	obl	half_22	O
7	24	so	so	ADV	RB	26	advmod	so_23	O
7	25	you	you	PRON	PRP	26	nsubj	you_24	O
7	26	get	get	VERB	VBP	17	parataxis	get_25	O
7	27	to	to	PART	TO	28	mark	to_26	O
7	28	sample	sample	VERB	VB	26	xcomp	sample_27	O
7	29	both	both	DET	DT	30	det	both_28	O
7	30	meats	meat	NOUN	NNS	28	obj	meat_29	B
7	31	)	)	PUNCT	-RRB-	17	punct	)_30	O
7	32	.	.	PUNCT	.	6	punct	._31	O
8	1	The	the	DET	DT	2	det	the_0	O
8	2	Bagels	Bagels	PROPN	NNPS	3	nsubj	Bagels_1	B
8	3	have	have	VERB	VBP	0	root	have_2	O
8	4	an	a	DET	DT	6	det	a_3	O
8	5	outstanding	outstanding	ADJ	JJ	6	amod	outstanding_4	O
8	6	taste	taste	NOUN	NN	3	obj	taste_5	O
8	7	with	with	ADP	IN	10	case	with_6	O
8	8	a	a	DET	DT	10	det	a_7	O
8	9	terrific	terrific	ADJ	JJ	10	amod	terrific_8	O
8	10	texture	texture	NOUN	NN	6	nmod	texture_9	O
8	11	,	,	PUNCT	,	10	punct	,_10	O
8	12	both	both	CCONJ	CC	13	cc:preconj	both_11	O
8	13	chewy	chewy	ADJ	JJ	10	amod	chewy_12	O
8	14	yet	yet	CCONJ	CC	16	cc	yet_13	O
8	15	not	not	ADV	RB	16	cc	not_14	O
8	16	gummy	gummy	NOUN	NN	13	conj	gummy_15	O
8	17	.	.	PUNCT	.	3	punct	._16	O
9	1	Nevertheless	nevertheless	ADV	RB	7	advmod	nevertheless_0	O
9	2	the	the	DET	DT	3	det	the_1	O
9	3	food	food	NOUN	NN	7	nsubj	food_2	B
9	4	itself	itself	PRON	PRP	3	nmod:npmod	itself_3	O
9	5	is	be	AUX	VBZ	7	cop	be_4	O
9	6	pretty	pretty	ADV	RB	7	advmod	pretty_5	O
9	7	good	good	ADJ	JJ	0	root	good_6	O
9	8	.	.	PUNCT	.	7	punct	._7	O
10	1	i	i	PRON	PRP	3	nsubj	i_0	O
10	2	've	have	AUX	VBP	3	aux	have_1	O
10	3	noticed	notice	VERB	VBN	0	root	notice_2	O
10	4	megadeth	megadeth	PROPN	NNP	3	obj	megadeth_3	O
10	5	,	,	PUNCT	,	6	punct	,_4	O
10	6	mr.	mr.	PROPN	NNP	4	conj	mr._5	O
10	7	scruff	scruff	NOUN	NN	6	flat	scruff_6	O
10	8	,	,	PUNCT	,	9	punct	,_7	O
10	9	st.	st.	PROPN	NNP	4	conj	st._8	O
10	10	germain	germain	PROPN	NNP	9	flat	germain_9	O
10	11	,	,	PUNCT	,	14	punct	,_10	O
10	12	traditional	traditional	ADJ	JJ	14	amod	traditional_11	O
10	13	vietnamese	vietnamese	ADJ	JJ	14	amod	vietnamese_12	O
10	14	songs	song	NOUN	NNS	4	conj	song_13	B
10	15	,	,	PUNCT	,	17	punct	,_14	O
10	16	black	black	ADJ	JJ	17	amod	black_15	O
10	17	sabbath	sabbath	NOUN	NN	4	conj	sabbath_16	O
10	18	,	,	PUNCT	,	21	punct	,_17	O
10	19	jay	jay	NOUN	NN	21	compound	jay_18	O
10	20	-	-	PUNCT	HYPH	21	punct	-_19	O
10	21	z	z	NOUN	NN	4	conj	z_20	O
10	22	,	,	PUNCT	,	25	punct	,_21	O
10	23	and	and	CCONJ	CC	25	cc	and_22	O
10	24	daft	daft	NOUN	NN	25	compound	daft_23	O
10	25	punk	punk	NOUN	NN	4	conj	punk_24	O
10	26	all	all	DET	DT	28	nsubj:pass	all_25	O
10	27	being	be	AUX	VBG	28	aux:pass	be_26	O
10	28	played	play	VERB	VBN	25	acl	play_27	O
10	29	.	.	PUNCT	.	3	punct	._28	O
11	1	They	they	PRON	PRP	4	nsubj	they_0	O
11	2	did	do	AUX	VBD	4	aux	do_1	O
11	3	not	not	PART	RB	4	advmod	not_2	O
11	4	have	have	VERB	VB	0	root	have_3	O
11	5	mayonnaise	mayonnaise	NOUN	NN	4	obj	mayonnaise_4	B
11	6	,	,	PUNCT	,	7	punct	,_5	O
11	7	forgot	forget	VERB	VBD	4	conj	forget_6	O
11	8	our	we	PRON	PRP$	9	nmod:poss	we_7	O
11	9	toast	toast	NOUN	NN	7	obj	toast_8	B
11	10	,	,	PUNCT	,	11	punct	,_9	O
11	11	left	leave	VERB	VBD	4	conj	leave_10	O
11	12	out	out	ADP	RP	11	compound:prt	out_11	O
11	13	ingredients	ingredient	NOUN	NNS	11	obj	ingredient_12	B
11	14	(	(	PUNCT	-LRB-	16	punct	(_13	O
11	15	ie	ie	X	FW	16	advmod	ie_14	O
11	16	cheese	cheese	NOUN	NN	13	appos	cheese_15	B
11	17	in	in	ADP	IN	19	case	in_16	O
11	18	an	a	DET	DT	19	det	a_17	O
11	19	omelet	omelet	NOUN	NN	16	nmod	omelet_18	B
11	20	)	)	PUNCT	-RRB-	16	punct	)_19	O
11	21	,	,	PUNCT	,	4	punct	,_20	O
11	22	below	below	ADP	IN	24	case	below_21	O
11	23	hot	hot	ADJ	JJ	24	amod	hot_22	O
11	24	temperatures	temperature	NOUN	NNS	11	obl	temperature_23	O
11	25	and	and	CCONJ	CC	31	cc	and_24	O
11	26	the	the	DET	DT	27	det	the_25	O
11	27	bacon	bacon	NOUN	NN	30	nsubj	bacon_26	B
11	28	was	be	AUX	VBD	30	cop	be_27	O
11	29	so	so	ADV	RB	30	advmod	so_28	O
11	30	over	over	ADV	RB	31	advmod	over_29	O
11	31	cooked	cook	VERB	VBN	4	conj	cook_30	O
11	32	it	it	PRON	PRP	31	obj	it_31	O
11	33	crumbled	crumble	VERB	VBN	31	xcomp	crumble_32	O
11	34	on	on	ADP	IN	36	case	on_33	O
11	35	the	the	DET	DT	36	det	the_34	O
11	36	plate	plate	NOUN	NN	33	obl	plate_35	B
11	37	when	when	ADV	WRB	39	mark	when_36	O
11	38	you	you	PRON	PRP	39	nsubj	you_37	O
11	39	touched	touch	VERB	VBD	33	advcl	touch_38	O
11	40	it	it	PRON	PRP	39	obj	it_39	O
11	41	.	.	PUNCT	.	4	punct	._40	O
12	1	It	it	PRON	PRP	2	expl	it_0	O
12	2	took	take	VERB	VBD	0	root	take_1	O
12	3	half	half	DET	PDT	5	det:predet	half_2	O
12	4	an	a	DET	DT	5	det	a_3	O
12	5	hour	hour	NOUN	NN	2	obj	hour_4	O
12	6	to	to	PART	TO	7	mark	to_5	O
12	7	get	get	VERB	VB	2	csubj	get_6	O
12	8	our	we	PRON	PRP$	9	nmod:poss	we_7	O
12	9	check	check	NOUN	NN	7	obj	check_8	B
12	10	,	,	PUNCT	,	9	punct	,_9	O
12	11	which	which	PRON	WDT	13	nsubj	which_10	O
12	12	was	be	AUX	VBD	13	cop	be_11	O
12	13	perfect	perfect	ADJ	JJ	9	acl:relcl	perfect_12	O
12	14	since	since	SCONJ	IN	17	mark	since_13	O
12	15	we	we	PRON	PRP	17	nsubj	we_14	O
12	16	could	could	AUX	MD	17	aux	could_15	O
12	17	sit	sit	VERB	VB	13	advcl	sit_16	O
12	18	,	,	PUNCT	,	19	punct	,_17	O
12	19	have	have	VERB	VB	17	conj	have_18	O
12	20	drinks	drink	NOUN	NNS	19	obj	drink_19	B
12	21	and	and	CCONJ	CC	22	cc	and_20	O
12	22	talk	talk	VERB	VB	17	conj	talk_21	O
12	23	!	!	PUNCT	.	2	punct	!_22	O
13	1	The	the	DET	DT	2	det	the_0	O
13	2	design	design	NOUN	NN	8	nsubj	design_1	B
13	3	and	and	CCONJ	CC	4	cc	and_2	O
13	4	atmosphere	atmosphere	NOUN	NN	2	conj	atmosphere_3	B
13	5	is	be	AUX	VBZ	8	cop	be_4	O
13	6	just	just	ADV	RB	8	advmod	just_5	O
13	7	as	as	ADV	RB	8	advmod	as_6	O
13	8	good	good	ADJ	JJ	0	root	good_7	O
13	9	.	.	PUNCT	.	8	punct	._8	O
14	1	He	he	PRON	PRP	3	nsubj	he_0	O
14	2	has	have	AUX	VBZ	3	aux	have_1	O
14	3	visited	visit	VERB	VBN	0	root	visit_2	O
14	4	Thailand	Thailand	PROPN	NNP	3	obj	Thailand_3	O
14	5	and	and	CCONJ	CC	8	cc	and_4	O
14	6	is	be	AUX	VBZ	8	cop	be_5	O
14	7	quite	quite	ADV	RB	8	advmod	quite_6	O
14	8	expert	expert	ADJ	JJ	3	conj	expert_7	O
14	9	on	on	ADP	IN	11	case	on_8	O
14	10	the	the	DET	DT	11	det	the_9	O
14	11	cuisine	cuisine	NOUN	NN	8	obl	cuisine_10	B
14	12	.	.	PUNCT	.	3	punct	._11	O
15	1	I	I	PRON	PRP	4	nsubj	I_0	O
15	2	would	would	AUX	MD	4	aux	would_1	O
15	3	definitely	definitely	ADV	RB	4	advmod	definitely_2	O
15	4	recommend	recommend	VERB	VB	0	root	recommend_3	O
15	5	Mary	Mary	PROPN	NNP	4	obj	Mary_4	O
15	6	's	's	PART	POS	5	case	's_5	O
15	7	and	and	CCONJ	CC	9	cc	and_6	O
15	8	am	be	AUX	VBP	9	aux	be_7	O
15	9	making	make	VERB	VBG	4	conj	make_8	O
15	10	it	it	PRON	PRP	9	obj	it_9	O
15	11	one	one	NUM	CD	9	obj	one_10	O
15	12	of	of	ADP	IN	16	case	of_11	O
15	13	my	my	PRON	PRP$	16	nmod:poss	my_12	O
15	14	regular	regular	ADJ	JJ	16	amod	regular_13	O
15	15	neighborhood	neighborhood	NOUN	NN	16	compound	neighborhood_14	O
15	16	haunts	haunt	NOUN	NNS	11	nmod	haunt_15	O
15	17	.	.	PUNCT	.	4	punct	._16	O
16	1	The	the	DET	DT	2	det	the_0	O
16	2	pizza	pizza	NOUN	NN	5	nsubj	pizza_1	I
16	3	is	be	AUX	VBZ	5	cop	be_2	O
16	4	the	the	DET	DT	5	det	the_3	O
16	5	best	best	ADJ	JJS	0	root	best_4	O
16	6	if	if	SCONJ	IN	8	mark	if_5	O
16	7	you	you	PRON	PRP	8	nsubj	you_6	O
16	8	like	like	VERB	VBP	5	advcl	like_7	O
16	9	thin	thin	ADJ	JJ	11	amod	thin_8	B
16	10	crusted	crust	VERB	VBN	11	amod	crust_9	I
16	11	pizza	pizza	NOUN	NN	8	obj	pizza_10	I
16	12	.	.	PUNCT	.	5	punct	._11	O
17	1	My	my	PRON	PRP$	2	nmod:poss	my_0	O
17	2	Girlfriend	girlfriend	NOUN	NN	5	nsubj	girlfriend_1	O
17	3	and	and	CCONJ	CC	4	cc	and_2	O
17	4	I	I	PRON	PRP	2	conj	I_3	O
17	5	stumbled	stumble	VERB	VBD	0	root	stumble_4	O
17	6	onto	onto	ADP	IN	9	case	onto_5	O
17	7	this	this	DET	DT	9	det	this_6	O
17	8	hopping	hopping	NOUN	NN	9	compound	hopping_7	O
17	9	place	place	NOUN	NN	5	obl	place_8	O
17	10	the	the	DET	DT	12	det	the_9	O
17	11	other	other	ADJ	JJ	12	amod	other_10	O
17	12	night	night	NOUN	NN	5	obl:tmod	night_11	O
17	13	and	and	CCONJ	CC	14	cc	and_12	O
17	14	had	have	VERB	VBD	5	conj	have_13	O
17	15	a	a	DET	DT	17	det	a_14	O
17	16	great	great	ADJ	JJ	17	amod	great_15	O
17	17	time	time	NOUN	NN	14	obj	time_16	O
17	18	!	!	PUNCT	.	5	punct	!_17	O
18	1	He	he	PRON	PRP	4	nsubj	he_0	O
18	2	ca	can	AUX	MD	4	aux	can_1	O
18	3	n't	not	PART	RB	4	advmod	not_2	O
18	4	help	help	VERB	VB	0	root	help_3	O
18	5	,	,	PUNCT	,	4	punct	,_4	O
18	6	they	they	PRON	PRP	8	nsubj:pass	they_5	O
18	7	're	be	AUX	VBP	8	aux:pass	be_6	O
18	8	bought	buy	VERB	VBN	4	parataxis	buy_7	O
18	9	up	up	ADP	RP	8	compound:prt	up_8	O
18	10	so	so	ADV	RB	11	advmod	so_9	O
18	11	fast	fast	ADV	RB	8	advmod	fast_10	O
18	12	.	.	PUNCT	.	4	punct	._11	O
19	1	Secondly	secondly	ADV	RB	9	advmod	secondly_0	O
19	2	,	,	PUNCT	,	9	punct	,_1	O
19	3	on	on	ADP	IN	5	case	on_2	O
19	4	this	this	DET	DT	5	det	this_3	O
19	5	night	night	NOUN	NN	9	obl	night_4	O
19	6	the	the	DET	DT	7	det	the_5	O
19	7	place	place	NOUN	NN	9	nsubj:pass	place_6	O
19	8	was	be	AUX	VBD	9	aux:pass	be_7	O
19	9	overwhelmed	overwhelm	VERB	VBN	0	root	overwhelm_8	O
19	10	by	by	ADP	IN	15	case	by_9	O
19	11	upper	upper	ADJ	JJ	15	amod	upper_10	O
19	12	east	east	ADJ	JJ	15	amod	east_11	O
19	13	side	side	NOUN	NN	14	compound	side_12	O
19	14	ladies	lady	NOUN	NNS	15	compound	lady_13	O
19	15	perfume	perfume	NOUN	NN	9	obl	perfume_14	O
19	16	.	.	PUNCT	.	9	punct	._15	O
20	1	i	i	PRON	PRP	3	nsubj	i_0	O
20	2	have	have	AUX	VBP	3	aux	have_1	O
20	3	eaten	eat	VERB	VBN	0	root	eat_2	O
20	4	here	here	ADV	RB	3	advmod	here_3	O
20	5	a	a	DET	DT	6	det	a_4	O
20	6	handful	handful	NOUN	NN	3	obl:tmod	handful_5	O
20	7	of	of	ADP	IN	8	case	of_6	O
20	8	times	time	NOUN	NNS	6	nmod	time_7	O
20	9	,	,	PUNCT	,	3	punct	,_8	O
20	10	for	for	ADP	IN	12	case	for_9	O
20	11	no	no	DET	DT	12	det	no_10	O
20	12	reason	reason	NOUN	NN	3	obl	reason_11	O
20	13	besides	besides	ADP	IN	15	case	besides_12	O
20	14	sheer	sheer	ADJ	JJ	15	amod	sheer_13	O
20	15	convenience	convenience	NOUN	NN	12	nmod	convenience_14	O
20	16	.	.	PUNCT	.	3	punct	._15	O
21	1	Obviously	obviously	ADV	RB	2	advmod	obviously_0	O
21	2	run	run	VERB	VBN	0	root	run_1	O
21	3	by	by	ADP	IN	4	case	by_2	O
21	4	folks	folk	NOUN	NNS	2	obl	folk_3	O
21	5	who	who	PRON	WP	6	nsubj	who_4	O
21	6	know	know	VERB	VBP	4	acl:relcl	know_5	O
21	7	a	a	DET	DT	8	det	a_6	O
21	8	pie	pie	NOUN	NN	6	obj	pie_7	O
21	9	.	.	PUNCT	.	2	punct	._8	O
22	1	We	we	PRON	PRP	4	nsubj	we_0	O
22	2	were	be	AUX	VBD	4	cop	be_1	O
22	3	very	very	ADV	RB	4	advmod	very_2	O
22	4	disappointed	disappointed	ADJ	JJ	0	root	disappointed_3	O
22	5	.	.	PUNCT	.	4	punct	._4	O
23	1	IT	it	PRON	PRP	4	nsubj	it_0	O
23	2	IS	be	AUX	VBZ	4	cop	be_1	O
23	3	DEFINITELY	definitely	ADV	RB	4	advmod	definitely_2	O
23	4	SPECIAL	special	ADJ	JJ	0	root	special_3	O
23	5	AND	and	CCONJ	CC	6	cc	and_4	O
23	6	AFFORDABLE	affordable	ADJ	JJ	4	conj	affordable_5	O
23	7	.	.	PUNCT	.	4	punct	._6	O
24	1	I	I	PRON	PRP	3	nsubj	I_0	O
24	2	really	really	ADV	RB	3	advmod	really_1	O
24	3	liked	like	VERB	VBD	0	root	like_2	O
24	4	this	this	DET	DT	5	det	this_3	O
24	5	place	place	NOUN	NN	3	obj	place_4	O
24	6	.	.	PUNCT	.	3	punct	._5	O
25	1	I	I	PRON	PRP	4	nsubj	I_0	O
25	2	will	will	AUX	MD	4	aux	will_1	O
25	3	be	be	AUX	VB	4	aux	be_2	O
25	4	going	go	VERB	VBG	0	root	go_3	O
25	5	back	back	ADV	RB	4	advmod	back_4	O
25	6	very	very	ADV	RB	7	advmod	very_5	O
25	7	soon	soon	ADV	RB	4	advmod	soon_6	O
25	8	.	.	PUNCT	.	4	punct	._7	O
26	1	All	all	DET	PDT	3	det:predet	all_0	O
26	2	the	the	DET	DT	3	det	the_1	O
26	3	money	money	NOUN	NN	4	nsubj	money_2	O
26	4	went	go	VERB	VBD	0	root	go_3	O
26	5	into	into	ADP	IN	8	case	into_4	O
26	6	the	the	DET	DT	8	det	the_5	O
26	7	interior	interior	NOUN	NN	8	compound	interior_6	B
26	8	decoration	decoration	NOUN	NN	4	obl	decoration_7	I
26	9	,	,	PUNCT	,	4	punct	,_8	O
26	10	none	none	NOUN	NN	13	nsubj	none_9	O
26	11	of	of	ADP	IN	13	obl	of_10	O
26	12	it	it	PRON	PRP	13	nsubj	it_11	O
26	13	went	go	VERB	VBD	4	conj	go_12	O
26	14	to	to	ADP	IN	16	case	to_13	O
26	15	the	the	DET	DT	16	det	the_14	O
26	16	chefs	chef	NOUN	NNS	13	obl	chef_15	B
26	17	.	.	PUNCT	.	4	punct	._16	O
27	1	The	the	DET	DT	2	det	the_0	O
27	2	seats	seat	NOUN	NNS	4	nsubj	seat_1	B
27	3	are	be	AUX	VBP	4	cop	be_2	O
27	4	uncomfortable	uncomfortable	ADJ	JJ	0	root	uncomfortable_3	O
27	5	if	if	SCONJ	IN	8	mark	if_4	O
27	6	you	you	PRON	PRP	8	nsubj	you_5	O
27	7	are	be	AUX	VBP	8	aux	be_6	O
27	8	sitting	sit	VERB	VBG	4	advcl	sit_7	O
27	9	against	against	ADP	IN	11	case	against_8	O
27	10	the	the	DET	DT	11	det	the_9	O
27	11	wall	wall	NOUN	NN	8	obl	wall_10	O
27	12	on	on	ADP	IN	14	case	on_11	O
27	13	wooden	wooden	NOUN	NN	14	compound	wooden_12	O
27	14	benches	bench	NOUN	NNS	8	obl	bench_13	O
27	15	.	.	PUNCT	.	4	punct	._14	O
28	1	I	I	PRON	PRP	2	nsubj	I_0	O
28	2	asked	ask	VERB	VBD	0	root	ask_1	O
28	3	for	for	ADP	IN	4	case	for_2	O
28	4	seltzer	seltzer	NOUN	NN	2	obl	seltzer_3	B
28	5	with	with	ADP	IN	6	case	with_4	I
28	6	lime	lime	NOUN	NN	2	obl	lime_5	I
28	7	,	,	PUNCT	,	9	punct	,_6	O
28	8	no	no	DET	DT	9	det	no_7	O
28	9	ice	ice	NOUN	NN	6	appos	ice_8	O
28	10	.	.	PUNCT	.	2	punct	._9	O
29	1	It	it	PRON	PRP	4	nsubj	it_0	O
29	2	was	be	AUX	VBD	4	cop	be_1	O
29	3	pretty	pretty	ADV	RB	4	advmod	pretty_2	O
29	4	inexpensive	inexpensive	ADJ	JJ	0	root	inexpensive_3	O
29	5	too	too	ADV	RB	4	advmod	too_4	O
29	6	.	.	PUNCT	.	4	punct	._5	O
30	1	Will	will	AUX	MD	4	aux	will_0	O
30	2	not	not	PART	RB	4	advmod	not_1	O
30	3	be	be	AUX	VB	4	cop	be_2	O
30	4	back	back	ADV	RB	0	root	back_3	O
30	5	.	.	PUNCT	.	4	punct	._4	O
31	1	Do	do	AUX	VB	3	aux	do_0	O
31	2	n't	not	PART	RB	3	advmod	not_1	O
